vowels,time_s,F1_Hz,F2_Hz,F3_HZ,F4_Hz,F0_Hz
Keti Grei_w_1,0.554546,702.455508,1301.843657,2837.984554,3637.980127,268.8667713
Keti Grei_w_2,0.887659,768.944377,1202.854543,3057.545344,3483.564641,394.1244423
Keti Grei_w_3,0.789649,581.216718,1204.105736,3089.409529,3642.315854,249.0807919
Keti Grei_w_4,0.345612,930.045419,1414.08222,3119.694695,3686.481715,440.579856
Keti Grei_w_5,0.902557,799.609787,1308.110541,3046.66996,3634.16227,384.0421704
Keti Grei_w_6,0.915618,606.131312,1195.305069,3215.887236,3779.354203,291.5649874
Keti Grei_w_7,0.659036,772.51194,1439.217306,3198.838854,3831.951444,390.1069725
Keti Grei_w_8,0.912812,975.83944,1521.448323,2545.695906,3482.995713,228.231616
Keti Grei_w_9,0.910975,643.295998,1252.119607,3073.491326,3118.002075,267.5653361
Ninou_a_1,0.175816,1007.758285,1488.964702,3020.375148,3468.122141,479.2942478
Ninou_a_2,0.358674,774.746729,1202.381536,3074.183016,3491.724418,434.1202719
Ninou_a_3,0.669291,813.737397,1213.379662,2389.291026,3436.964873,438.0192237
Ninou_a_4,0.878271,573.65069,1303.796303,3356.347346,4011.326381,326.0155235
Ninou_a_5,0.776587,632.031582,1093.044362,3385.5104,4051.30264,215.9259839
Ninou_a_6,0.463163,880.288832,1510.06087,2391.992408,3426.131546,432.2046738
Ninou_a_7,0.371735,1287.290177,1333.60924,3441.225844,3814.063231,431.2378193
Ninou_a_8,0.476225,828.635679,1468.275999,3177.093997,3820.070955,323.0077927
Ninou_e_1,0.630108,631.059243,1935.371574,2929.358189,3509.896513,303.3316728
Ninou_e_2,0.645975,555.963685,1901.666814,2990.396861,4151.715177,301.3971063
Ninou_e_3,0.384796,600.290948,2025.748023,2918.700739,4005.331455,290.5092394
Ninou_e_4,0.254184,763.442082,2255.584252,2264.599536,3230.396079,435.5681295
Ninou_e_5,0.358674,699.828115,1916.73455,1964.944286,3110.802583,350.8820929
Ninou_i_1,0.358674,472.876499,2263.283604,2856.758497,3437.588464,463.0786325
Ninou_i_2,0.306429,375.077909,2406.4161,2932.616437,4130.074123,289.075267
Ninou_i_3,0.65623,396.869849,2375.921497,2903.891012,3316.706,332.3977609
Ninou_i_4,0.42398,357.167335,2302.578753,2866.233619,4004.571631,327.5378966
Ninou_i_5,0.358674,413.355726,2405.591946,2890.276315,3350.255928,327.9833391
Ninou_i_6,0.358674,387.658486,2489.345883,2531.587692,3023.290851,324.5540775
Ninou_u_1,0.450102,634.143142,1106.779512,3319.817753,3845.956159,481.9679305
Ninou_u_2,0.776587,335.515886,979.324921,3011.818902,3490.858697,327.2677844
Ninou_u_3,0.80271,848.390687,1453.064673,3395.879098,4082.317652,216.9274737
Ninou_u_4,0.215,675.277589,1123.474518,3197.688384,3742.488439,466.4186381
Ninou_u_5,0.149694,507.005336,852.039915,2880.334692,3975.243646,310.3091155
Ninou_w_1,0.786842,592.122775,1201.620391,3304.300172,4010.818674,303.0102047
Ninou_w_2,0.254184,585.419256,1023.615908,2996.992416,3277.069594,220.7011521
Ninou_w_3,0.410918,638.252624,931.356768,2462.733348,3316.41911,329.5678944
Ninou_w_4,0.463163,588.445576,1069.870483,3262.033907,3911.904139,285.4416401
Ninou_w_5,0.630108,633.683121,1247.83884,2887.599295,3349.54088,293.5705076
Ninou_w_6,0.776587,695.25974,1398.354439,3460.300337,4047.800258,345.4099628
Ninou_w_7,0.149694,822.009375,1188.919606,3324.49743,3671.897963,413.396228
Ninou_w_8,0.358674,726.409051,1201.925296,3267.307075,3741.651772,320.3070032
Ninou_w_9,0.306429,854.589965,1317.896536,3106.869055,3545.195446,433.0423999
pagioumtzis_a_1,0.31949,847.484647,1264.728748,3349.708881,3890.807366,202.0005627
pagioumtzis_a_10,0.267245,706.649889,1236.798611,3094.887735,3444.480251,204.9878152
pagioumtzis_a_11,0.397857,1147.396757,1231.721913,2784.258786,4103.236242,247.7894313
pagioumtzis_a_12,0.11051,662.677011,1377.883823,3133.508447,4183.003273,291.8554931
pagioumtzis_a_13,0.175816,895.152466,1332.640348,3298.009278,3754.649665,230.1716389
pagioumtzis_a_14,0.136633,889.217337,1407.240644,2806.245715,3637.653786,216.1761157
pagioumtzis_a_15,0.293367,824.817238,1266.803093,3221.603181,3882.157107,102.2980005
pagioumtzis_a_16,0.228061,863.635338,1208.273553,3167.024896,3873.820552,240.2891723
pagioumtzis_a_17,0.450102,796.519245,1347.6022,3153.322307,3954.864589,220.1106985
pagioumtzis_a_18,0.31949,766.067267,1291.170261,3371.367287,4024.772454,284.3405226
pagioumtzis_a_19,0.280306,887.392904,1340.278569,3035.299379,3488.759709,221.9819379
pagioumtzis_a_2,0.450102,817.406122,1213.41941,3042.531361,3766.613211,267.8632978
pagioumtzis_a_20,0.123572,897.266554,1358.556579,2853.610716,3551.937061,99.0211591
pagioumtzis_a_21,0.149694,749.38014,1453.130386,2803.952677,3679.11601,357.8312808
pagioumtzis_a_3,0.228061,895.009936,1203.871664,3177.257464,3818.847995,251.6216077
pagioumtzis_a_4,0.136633,1092.611209,1401.752645,2872.966412,4133.103353,261.5784996
pagioumtzis_a_5,0.345612,776.639295,1406.801418,2637.124567,3562.484681,285.6231871
pagioumtzis_a_6,0.371735,741.951352,1247.162521,2438.779182,3280.812648,188.9635667
pagioumtzis_a_7,0.476225,795.325237,1312.134082,2855.73769,3486.114872,218.4962835
pagioumtzis_a_8,0.123572,737.139779,1424.899681,2994.770745,3871.227569,182.0132503
pagioumtzis_a_9,0.384796,742.081293,1443.532497,2597.174389,3544.330537,288.6136529
pagioumtzis_e_1,0.228061,480.908387,1989.864916,2327.553754,3579.637504,169.2231569
pagioumtzis_e_10,0.450102,437.43674,1788.342414,2217.929203,3514.802845,206.1401619
pagioumtzis_e_11,0.554546,431.01889,1749.11226,2182.20507,3679.124835,192.3013934
pagioumtzis_e_12,0.345612,402.765215,1853.080847,2540.054375,3499.793155,197.7068513
pagioumtzis_e_2,0.188878,600.788939,1797.604714,2647.72688,3800.489677,295.1027588
pagioumtzis_e_3,0.267245,546.246287,1749.247678,2608.568217,3365.074155,273.673683
pagioumtzis_e_4,0.162755,605.696155,1516.036565,2382.154259,3534.32898,217.2291746
pagioumtzis_e_5,0.162755,537.117382,2059.645448,2442.575688,3750.894958,218.20012
pagioumtzis_e_6,0.228061,530.929373,1820.681031,2168.44091,3681.036421,166.1976251
pagioumtzis_e_7,0.136633,637.939041,1603.473525,2326.989896,3798.111542,316.311684
pagioumtzis_e_8,0.136633,507.155533,1825.106588,2207.578533,3629.9511,238.1793502
pagioumtzis_e_9,0.463163,598.794184,1781.247382,2441.210125,3603.654433,295.4357085
pagioumtzis_i_1,0.332551,419.847495,1976.367775,2810.506167,3539.42045,221.9897112
pagioumtzis_i_10,0.123572,439.678504,2179.640068,2629.483958,3606.394116,222.5081777
pagioumtzis_i_11,0.123572,439.678504,2179.640068,2629.483958,3606.394116,222.5235483
pagioumtzis_i_12,0.162755,382.495667,2237.682882,2568.479865,3566.660267,234.25724
pagioumtzis_i_13,0.42398,322.193723,2105.558266,2387.506061,3635.564264,161.8519729
pagioumtzis_i_14,0.31949,471.243862,2115.079844,2512.324865,3574.508119,247.0223833
pagioumtzis_i_15,0.228061,448.995254,2024.895043,2259.072748,3731.761702,287.7791022
pagioumtzis_i_2,0.541485,384.867079,2007.22668,2851.101,3497.911624,197.0658747
pagioumtzis_i_3,0.162755,413.727262,1889.874969,2516.396064,3918.114535,348.3178689
pagioumtzis_i_4,0.293367,389.52483,1965.427537,2436.892808,3597.983911,266.9222191
pagioumtzis_i_5,0.162755,412.728244,2137.45173,2425.82988,3579.167584,214.5411822
pagioumtzis_i_6,0.201939,399.658362,2107.142593,2457.893573,3551.385894,215.1601527
pagioumtzis_i_7,0.489286,599.015892,2037.816737,2483.723784,3669.882206,290.8205106
pagioumtzis_i_8,0.123572,531.13676,2204.412693,2700.037159,3781.759141,248.3052908
pagioumtzis_i_9,0.53123,377.610787,2072.848132,2417.178282,3591.224464,293.2432442
pagioumtzis_u_1,0.188878,472.533475,1125.518609,2375.309751,3710.503339,218.9070816
pagioumtzis_u_2,0.632914,505.969414,801.53936,2338.895406,3544.730119,174.149799
pagioumtzis_u_3,0.267245,434.622988,1034.161151,2310.526442,3545.255398,209.5140884
pagioumtzis_u_4,0.489286,383.659949,807.238685,2239.509189,3759.040012,218.8593426
pagioumtzis_u_5,0.437041,364.284574,2297.343055,3631.478469,3960.931971,175.1251635
pagioumtzis_u_6,0.489286,398.347107,1013.685653,2370.296993,3619.530579,196.1651565
pagioumtzis_w_1,0.175816,485.895986,1017.904229,2551.156106,3390.40931,243.1763227
pagioumtzis_w_10,0.306429,434.114982,816.896637,2134.522065,3647.027081,144.0315543
pagioumtzis_w_11,0.175816,570.956047,1324.554676,2622.756515,3660.584423,282.0986783
pagioumtzis_w_12,0.267245,453.475829,965.192651,2501.124494,3494.216956,222.9572345
pagioumtzis_w_13,0.293367,457.062708,902.711824,2916.447629,3571.41507,194.7439729
pagioumtzis_w_14,0.188878,578.39562,1131.175672,2979.528826,3491.073043,295.2940292
pagioumtzis_w_15,0.241123,468.074576,1009.000117,2514.837351,3601.575015,164.870736
pagioumtzis_w_16,0.201939,501.933935,1051.590833,2420.483731,3589.648742,243.8018704
pagioumtzis_w_17,0.175816,660.930162,1283.679312,2540.825449,3500.046259,326.9680631
pagioumtzis_w_18,0.332551,472.962939,953.731513,2408.086657,3548.634107,235.5127484
pagioumtzis_w_19,0.267245,601.659981,1111.932615,2686.279412,3629.766016,297.9980973
pagioumtzis_w_2,0.254184,436.061856,972.091669,2432.885718,3685.468577,188.9056022
pagioumtzis_w_3,0.505108,443.811379,1011.017795,2286.072993,3667.696101,223.5255628
pagioumtzis_w_4,0.31949,483.31534,968.667438,2653.001284,3671.046676,228.0450321
pagioumtzis_w_5,0.123572,568.158446,1104.015716,2483.441847,3822.065871,187.4016175
pagioumtzis_w_6,0.267245,527.425573,1573.221255,2800.560685,3635.762802,251.6456637
pagioumtzis_w_7,0.280306,504.582938,1287.255116,2517.708551,3633.45873,245.424984
pagioumtzis_w_8,0.254184,513.978748,1308.889296,2631.301162,3429.663767,161.8602822
pagioumtzis_w_9,0.228061,444.185501,1084.824034,2199.205729,3660.431092,214.9289163
Perdikopoulos_a_1,0.410918,725.973371,1342.778055,2745.180228,3268.158829,146.5024879
Perdikopoulos_a_10,0.450102,822.175334,1408.483301,2729.324795,3212.8471,202.6509327
Perdikopoulos_a_11,0.332551,939.078707,1028.233695,2733.874458,3250.754135,142.1716103
Perdikopoulos_a_12,0.358674,768.52578,1272.435616,2760.176447,3141.925937,214.5092487
Perdikopoulos_a_2,0.515363,938.80168,1457.362871,2880.014038,3743.897789,247.2024534
Perdikopoulos_a_3,0.397857,796.523713,1390.025583,2810.447663,3880.471438,278.7144262
Perdikopoulos_a_4,0.476225,823.343185,1495.617737,2866.9178,4093.054373,220.2172296
Perdikopoulos_a_5,0.505108,785.078075,1416.009462,2832.300467,3275.150946,206.4212193
Perdikopoulos_a_6,0.528424,553.994071,1476.803976,2529.992465,2908.61764,294.2554546
Perdikopoulos_a_7,0.450102,814.805565,1431.496511,2792.954688,3174.870362,191.8711916
Perdikopoulos_a_8,0.450102,698.963115,1422.829168,2693.251628,3038.879856,297.9889815
Perdikopoulos_a_9,0.505108,750.475642,1273.368956,2788.62153,3388.084618,155.5559548
Perdikopoulos_e_1,0.267245,656.880019,1837.866788,2750.94506,3699.422031,317.5555598
Perdikopoulos_e_2,0.515363,609.82291,1939.688076,2687.062986,3826.183875,262.5529211
Perdikopoulos_e_3,0.358674,613.692824,1953.867531,2845.824205,3183.876268,244.8200523
Perdikopoulos_i_1,0.345612,396.958059,2435.002634,2895.145703,3283.282221,220.8564527
Perdikopoulos_i_2,0.450102,364.750161,2186.222037,2782.661964,3078.851489,147.1576286
Perdikopoulos_u_1,0.345612,576.048901,998.265513,2704.108004,3333.657896,223.414875
Perdikopoulos_u_2,0.450102,545.860344,985.391586,2693.547913,3341.128612,189.0523241
Perdikopoulos_w_1,0.371735,584.112124,1089.657256,2822.0664,3204.856391,187.6850322
Perdikopoulos_w_2,0.502302,687.923509,1054.203865,2857.277554,3302.692179,205.7802955
Perdikopoulos_w_3,0.397857,550.016686,1000.787874,2883.683495,3568.651503,160.9796478
Perdikopoulos_w_4,0.42398,604.329148,1124.328256,2860.378443,3119.412613,223.2332925
Perdikopoulos_w_5,0.267245,666.528686,1358.568476,2789.727766,3219.780176,201.6149047
Perdikopoulos_w_6,0.345612,634.630752,1256.613294,2802.815481,3145.363611,176.4740117
Perpiniadis_a_1,0.554546,671.079907,1409.679475,2731.397509,3577.218383,218.6164131
Perpiniadis_a_2,0.883883,660.966195,1486.1647,2791.813421,3494.122162,335.0490951
Perpiniadis_a_3,0.306429,691.219585,1275.875478,2799.397548,3830.218104,225.598505
Perpiniadis_a_4,0.31949,708.544723,1436.425356,2901.913496,3675.005282,344.258866
Perpiniadis_e_1,0.476225,537.523331,1808.59976,3158.728333,3669.325768,209.6290107
Perpiniadis_e_2,0.280306,545.212088,1767.926333,3015.559175,3729.109374,241.8950432
Perpiniadis_e_3,0.267245,648.159671,1841.633882,3169.413396,4099.800847,318.1086899
Perpiniadis_u_1,0.63572,411.562311,897.216517,2913.889715,3663.020141,175.0207539
Perpiniadis_u_2,0.541485,447.752143,1220.580315,3079.288454,3733.468669,348.4090622
Perpiniadis_u_3,0.547098,400.894932,864.845821,2896.757002,3446.93855,232.5822224
Perpiniadis_w_1,0.505108,492.169774,953.529804,3087.297826,3434.69383,185.1626769
Perpiniadis_w_2,0.523781,562.525821,987.956064,3013.366267,3472.030731,193.7910107
Perpiniadis_w_3,0.515363,533.47834,1045.323436,2607.870481,3580.005695,256.7713569
Tsaousakis_a_1,0.803679,860.112854,1480.598079,2643.200187,3478.113482,216.6981628
Tsaousakis_a_10,0.541485,886.775101,1655.411429,2861.935799,3406.667837,211.6247502
Tsaousakis_a_11,0.923067,844.247602,1401.948394,2500.22779,3559.583683,195.939919
Tsaousakis_a_12,1.00424,834.310573,1362.546009,2661.983576,3828.471033,176.0668774
Tsaousakis_a_13,1.053679,724.799725,1282.667281,2460.199679,3467.8598,132.4174467
Tsaousakis_a_14,0.674904,967.651065,1611.445805,2901.633776,3708.254806,244.6065047
Tsaousakis_a_15,0.750465,829.118383,1474.320152,2580.356085,3468.685963,200.9364768
Tsaousakis_a_16,0.811128,819.361349,1474.04971,2863.423194,3400.970462,197.4226929
Tsaousakis_a_17,0.645975,791.841105,1513.734375,2655.350231,3143.070479,194.0223589
Tsaousakis_a_18,0.63572,881.959107,1632.184724,2862.886538,3722.621216,285.3323178
Tsaousakis_a_19,0.776587,818.148548,1577.409362,3018.901612,3543.432316,275.5796417
Tsaousakis_a_2,0.811128,809.016695,1382.790085,2701.819023,3475.629006,164.0312709
Tsaousakis_a_20,0.886689,729.106568,1329.10708,2243.514035,3026.730191,142.6099472
Tsaousakis_a_21,1.04623,787.906575,1419.381299,2282.756102,2968.86391,213.8681734
Tsaousakis_a_22,0.771944,822.902943,1487.695462,2944.642269,3594.806812,231.1423597
Tsaousakis_a_23,1.022914,691.731802,1213.643577,2458.214355,3338.807182,123.6089479
Tsaousakis_a_24,1.137659,742.92452,1348.529031,2720.891236,3256.68697,172.9249987
Tsaousakis_a_3,0.528424,863.481708,1532.447315,2811.579339,3623.660183,182.5979496
Tsaousakis_a_4,1.027557,775.65629,1403.415758,2570.627213,3483.27038,125.4434968
Tsaousakis_a_5,0.763526,789.859552,1551.955201,2961.541086,3429.260182,195.0479465
Tsaousakis_a_6,0.643169,976.387129,1618.974044,2856.319861,3903.917157,234.2530093
Tsaousakis_a_7,0.685159,1029.618276,1657.337407,2836.63691,3861.50832,261.7746275
Tsaousakis_a_8,1.017302,795.283926,1336.10967,2848.591293,3108.932596,193.0178643
Tsaousakis_a_9,0.894138,659.357241,1457.971193,2644.780552,3271.238413,176.4457273
Tsaousakis_e_1,0.931485,681.400345,1803.035843,2358.563067,3516.383695,179.3899328
Tsaousakis_e_10,0.397857,612.226094,1808.363033,2667.251437,3430.353693,291.5965285
Tsaousakis_e_11,0.502302,607.178169,1964.72894,2555.733802,3411.660353,219.3773083
Tsaousakis_e_12,0.80271,573.933823,1838.072718,2417.156223,3186.796984,251.6468586
Tsaousakis_e_13,1.014495,489.93581,1658.139697,2235.395211,3224.810477,192.1912259
Tsaousakis_e_2,1.135822,518.879219,1614.393348,2321.302642,3248.603702,161.0679115
Tsaousakis_e_3,0.685159,600.409033,1965.628453,2490.159209,3433.989071,233.7151715
Tsaousakis_e_4,0.42398,578.53744,1848.321404,2513.10213,3372.829624,184.0544629
Tsaousakis_e_5,0.789649,553.584224,1737.993031,2239.83409,3351.309785,147.1366737
Tsaousakis_e_6,0.912812,645.111518,1917.451576,2574.505082,3367.560669,232.4474649
Tsaousakis_e_7,0.528424,493.616726,1740.025223,2495.076145,3375.894952,172.6620455
Tsaousakis_e_8,1.056485,536.191064,1960.281998,2621.046315,3466.729341,161.7750175
Tsaousakis_e_9,0.502302,578.959397,1755.068277,2633.225139,3343.302935,287.9735035
Tsaousakis_i_1,0.766332,365.201641,2217.420206,3123.195714,3519.0226,169.2867939
Tsaousakis_i_10,0.763526,371.082972,2153.257611,2312.417335,3381.622197,168.5489197
Tsaousakis_i_11,0.763526,416.622363,2198.436314,2681.920359,3396.274161,261.4043393
Tsaousakis_i_12,0.763526,389.933005,2029.358921,2321.136401,3359.683477,146.0477377
Tsaousakis_i_13,0.886689,366.307835,2218.95005,2622.620389,3309.232287,223.4299121
Tsaousakis_i_14,0.894138,375.681987,2208.005012,2650.341852,3383.222594,180.8742201
Tsaousakis_i_15,0.894138,447.611907,2208.714867,2553.652373,3426.87299,261.9118361
Tsaousakis_i_16,0.753271,484.795021,2283.176248,2565.45584,3394.137773,241.6024789
Tsaousakis_i_17,0.63572,394.156539,2217.99119,2348.929947,3340.549464,193.4756577
Tsaousakis_i_18,0.664649,399.269818,2247.901085,2627.487799,3278.725027,217.7671923
Tsaousakis_i_19,1.048067,398.467897,2108.131191,2482.849195,3342.338402,184.8185231
Tsaousakis_i_2,0.630108,351.128972,2221.563641,2595.00638,3410.574763,161.791684
Tsaousakis_i_20,1.011689,717.794593,1362.437753,2236.207362,3015.799333,142.4500477
Tsaousakis_i_21,1.022914,407.051257,2197.699032,2649.180049,3596.348285,141.9914953
Tsaousakis_i_22,0.766332,485.403044,2131.807683,2632.506519,3430.730669,253.2288473
Tsaousakis_i_23,0.925873,432.143059,2317.265962,2744.171754,3439.186416,229.6998181
Tsaousakis_i_3,0.630108,394.051344,2182.968313,2584.611563,3419.595087,140.0736198
Tsaousakis_i_4,0.763526,352.176404,2361.748796,2661.403635,3514.240822,254.641106
Tsaousakis_i_5,0.925873,2360.56499,2889.708074,3679.04975,4458.500711,289.8499029
Tsaousakis_i_6,0.51072,474.26939,2212.785278,3155.859432,4053.440606,146.7558582
Tsaousakis_i_7,0.544291,401.762444,2184.717506,2412.074905,3385.763569,193.9571764
Tsaousakis_i_8,0.625465,386.078355,1646.646673,2330.233399,3399.559318,131.2470243
Tsaousakis_i_9,0.776587,444.733525,2213.294536,2470.200779,3459.380373,220.8798809
Tsaousakis_u_1,0.638526,415.857698,2457.227872,2477.969457,3202.651016,122.8274639
Tsaousakis_u_10,1.062098,435.418037,1052.349221,2498.299645,3211.225428,186.094385
Tsaousakis_u_2,0.489286,482.926966,1058.591648,2585.298304,3308.979422,201.4354179
Tsaousakis_u_3,0.649751,560.312031,1292.263556,2508.164519,3208.258906,219.4565523
Tsaousakis_u_4,0.67771,404.948501,919.651912,2646.628753,3369.796683,164.7299502
Tsaousakis_u_5,0.502302,613.362607,928.699087,2688.800924,3447.199319,247.9227968
Tsaousakis_u_6,0.682353,480.319895,991.712534,2572.816797,3275.033126,188.3376945
Tsaousakis_u_7,1.00424,407.105049,962.72871,2530.656798,3259.364265,148.2618418
Tsaousakis_u_8,0.894138,505.650775,1056.629186,2588.991618,3404.735539,221.6865286
Tsaousakis_u_9,0.489286,163.685973,880.445067,2784.447321,3488.904129,297.1196138
Tsaousakis_w_1,1.043424,549.013506,1038.953012,2495.144684,3335.908435,120.3831139
Tsaousakis_w_10,1.014495,550.124032,1008.517171,2501.898256,3450.037933,128.9353736
Tsaousakis_w_11,0.42398,637.228292,1128.181145,2744.493148,3240.798624,220.373672
Tsaousakis_w_12,1.12924,619.847375,1066.910635,2409.072153,3336.406519,144.2532673
Tsaousakis_w_13,0.515363,631.774733,1182.78662,2838.160332,3411.627282,282.5248398
Tsaousakis_w_14,0.883883,689.402418,1031.161845,2204.438089,3197.548313,255.9866881
Tsaousakis_w_15,0.878271,726.08402,960.815032,2928.778487,3406.694543,221.0469502
Tsaousakis_w_16,0.554546,619.323493,1171.367615,2911.351195,3390.110197,230.7889443
Tsaousakis_w_17,0.928679,667.69399,1136.01205,2664.473091,3437.24809,158.8549977
Tsaousakis_w_2,1.053679,562.143353,950.772739,2441.053729,3663.753336,201.6354089
Tsaousakis_w_3,0.933322,559.290009,989.423445,2306.907714,3699.558309,148.2762946
Tsaousakis_w_4,1.048067,590.164728,1046.348543,2794.635067,3336.361059,174.9207231
Tsaousakis_w_5,0.489286,548.547209,1058.712349,2479.066336,3428.522356,185.6981874
Tsaousakis_w_6,0.892302,529.229793,1147.167809,2864.409749,3303.856394,195.9090574
Tsaousakis_w_7,1.056485,495.586518,995.345756,2760.296669,3355.127715,184.6507156
Tsaousakis_w_8,0.672098,571.906854,1110.188719,2667.343113,3433.011623,166.667672
Tsaousakis_w_9,0.917455,646.248522,1121.707007,2891.308946,3250.61825,212.0995464
Tsitsanis_a_1,0.371735,987.700021,1596.326255,2859.940619,4130.833175,266.1817092
Tsitsanis_a_10,0.528424,829.484074,1480.218896,2866.759557,3741.68012,195.6080878
Tsitsanis_a_11,0.776587,930.867749,1628.107194,2928.850018,3614.781739,220.6116475
Tsitsanis_a_12,1.166587,964.753636,1602.362406,2829.440868,3819.337135,259.7800004
Tsitsanis_a_13,1.560261,790.421967,1526.907508,2730.52681,3768.560107,211.1633533
Tsitsanis_a_2,0.437041,962.532882,1668.277647,2549.287041,3960.243358,323.3219566
Tsitsanis_a_3,0.9072,786.926014,1549.347435,2790.56923,3593.318846,191.8964284
Tsitsanis_a_4,0.555516,847.505453,1502.503109,2769.351498,3731.0201,144.9679764
Tsitsanis_a_5,0.792455,842.471141,1535.852117,2794.173989,3814.911868,190.6842063
Tsitsanis_a_6,0.557353,865.761903,1569.525345,2890.430167,3844.466686,174.7203059
Tsitsanis_a_7,0.889495,922.693486,1687.117492,2615.69032,3863.651411,255.1038471
Tsitsanis_a_8,0.371735,809.082323,1536.497686,2718.467539,3478.822925,215.319478
Tsitsanis_a_9,0.793424,1054.090777,1671.574364,2847.872594,4195.22614,244.6493879
Tsitsanis_e_1,0.489286,498.044332,2014.071525,2639.7887,3389.287442,244.9134179
Tsitsanis_e_2,0.766332,458.891159,1990.201024,2725.379697,3382.379879,197.1519472
Tsitsanis_e_3,0.450102,717.253682,1928.441863,2742.036241,4040.837765,274.3795367
Tsitsanis_e_4,0.280306,556.759731,1932.322838,2870.150162,3180.353862,176.4049109
Tsitsanis_e_5,0.463163,488.751247,2038.414609,2790.478742,3480.827302,227.8395986
Tsitsanis_i_1,0.926842,305.242066,2315.412125,3014.176405,3442.057504,194.5757655
Tsitsanis_i_2,0.332551,309.732109,2264.142859,3093.374658,3456.063961,173.3848937
Tsitsanis_i_3,0.450102,369.72373,2235.534448,2823.610559,3369.133528,169.617281
Tsitsanis_i_4,0.254184,353.850435,2284.306774,2938.857324,3139.303616,292.8936453
Tsitsanis_i_5,0.805516,324.638063,2358.656655,3018.439529,3526.824811,221.4740832
Tsitsanis_i_6,0.648781,244.659642,2255.53937,2811.187751,3315.513764,195.837386
Tsitsanis_i_7,0.648781,327.342017,2285.169772,3204.619667,3623.74141,284.3015191
Tsitsanis_i_8,0.437041,334.781087,2144.04701,2921.428514,3514.11885,146.5211771
Tsitsanis_u_1,0.476225,693.166103,1318.463033,2980.200832,3538.351628,278.6908983
Tsitsanis_u_2,0.536842,375.485401,1141.860577,2898.870071,3478.304537,160.326282
Tsitsanis_u_3,0.306429,466.036295,1089.318113,3046.983577,4710.246493,233.5376638
Tsitsanis_u_4,0.410918,615.995934,1242.064807,2862.71247,3365.755827,296.8852668
Tsitsanis_u_5,0.397857,554.067857,1119.501431,2822.161719,3254.191328,180.0859036
Tsitsanis_w_1,0.410918,606.485434,1346.687931,2879.763382,3631.880403,259.2420467
Tsitsanis_w_2,0.358674,640.539854,1111.103934,2856.771554,3207.69644,242.7044641
Tsitsanis_w_3,0.515363,751.723381,1203.272104,2850.007768,3435.799531,220.333402
Tsitsanis_w_4,0.632914,563.856568,1201.114211,2838.275574,3111.762716,155.5575244
Tsitsanis_w_5,0.437041,745.425261,1353.847289,2953.083562,3592.667721,236.0472657
Tsitsanis_w_6,0.384796,678.458129,1274.229288,2774.938341,3775.420679,293.1135703
Tsitsanis_w_7,0.476225,669.136004,1397.166112,2871.718177,3331.114285,221.7969789
